Timestamp,PMID (from spreadsheet),DOI (from spreadsheet) ,Title,Could the article share programming code?,Publication Type PDS,Publication Aim,Is the analysis based on simulated data? ,Is this COVID-19 research? (is COVID-19 or SARS-CoV-2 in title or abstract?) ,Who was the funder? ,Is this industry funding?,Which database(s) were used (LEAVE BLANK)? ,Which country/ies does the database cover? (NA if not does not apply) ,What language or platform was used for the analyses? ,Author affiliation (check all that apply) ,Is code supporting the analysis or method linked or referenced in the manuscript or in supporting information? ,Is the published code accessible without further contacting authors? ,Where is code shared? ,What parts of the analysis pipeline are covered by the code?,Does the code include instructions for how to run it? ,Does the article contain synthetic data to enable code to be run by others? ,If there is synthetic data or it is a simulation study; does the code run? ,Does the code have a license?,"If yes, what is the license? ",Does the article specify preprinting?,Are underlying data shared?,Are codelists shared?,Did the article specify whether the research was pre-registered? ,Does the article specify following a certain reporting guideline? ,"If yes, what reporting guidelines"
6/30/2023 15:27:08,31736149,10.1002/pds.4892,Quantifying how small variations in design elements affect risk in an incident cohort study in claims,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,US,"Cohort Identification and Descriptive Analysis and Propensity Score Analysis Tools (version 5.0.3), developed in the Sentinel System","Academic, Regulatory",Yes,No,https://www.sentinelinitiative.org/methods-data-tools/routine-querying-tools/sentinel-routine-querying-system,"Creation of analytical files (select study population and create variables), Statistical analysis, The code is described in detail and documentation is available, but not possible to find the source code","Yes, this is a published package with documentation",No,Not applicable,Yes,"The FDA hereby grants to all Collaborators a license to use the FDA Data and Materials for all purposes required in their respective roles for the duration of their participation in Mini-Sentinel and/or Sentinel. Collaborators in Mini-Sentinel and/or Sentinel are not permitted to retain, reproduce, or use for private or commercial purposes, the FDA Data and Materials.",No,No,At least one,No,No,
6/30/2023 15:35:32,31385428,10.1002/pds.4883,Chronic obstructive pulmonary disease exacerbation episodes derived from electronic health record data validated using clinical trial data,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,,Yes,,UK,SAS,"Industry, Academic",No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",No,No,No,
6/30/2023 15:36:58,35670103,10.1002/pds.5487,Very high PD-L1 expression as a prognostic indicator of overall survival among patients with advanced non-small cell lung cancer receiving anti-PD-(L)1 monotherapies in routine practice,"Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,,No,,US,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 15:40:13,31693269,10.1002/pds.4907,Comparative effectiveness of metformin versus insulin for gestational diabetes in New Zealand,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,New Zealand,None/Not Specified,Academic,No,,,,,,,,,No,No,No,No,No,
6/30/2023 15:41:44,27594167,10.1002/pds.4078,Relative preferences in the abuse of immediate-release versus extended-release opioids in a sample of treatment-seeking opioid abusers,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 15:44:00,28097730,10.1002/pds.4161,Exposure to reactive intermediate-inducing drugs during pregnancy and the incident use of psychotropic medications among children,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Netherlands,SPSS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 15:48:47,30680840,10.1002/pds.4718,Performance of a computable phenotype for identification of patients with diabetes within PCORnet: The Patient-Centered Clinical Research Network,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,,No,,US,Stata,"Academic, Government",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 15:49:30,32964514,10.1002/pds.5141,Methods for external control groups for single arm trials or long-term uncontrolled extensions to randomized clinical trials,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023 15:52:48,30421839,10.1002/pds.4692,Overall and cause-specific mortality in the Sentinel system: A power analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,,No,,US,None/Not Specified,"Academic, Regulatory",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 15:55:01,29372579,10.1002/pds.4391,Exceeding the daily dosing limit of nonsteroidal anti-inflammatory drugs among ibuprofen users,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,Yes,,US,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,No,No,No,
6/30/2023 15:58:11,28799226,10.1002/pds.4263,Educational intervention on medication reviews aiming to reduce acute healthcare consumption in elderly patients with potentially inappropriate medicines—A pragmatic open-label cluster-randomized controlled trial in primary care,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Sweden,Stata,"Academic, Government",No,,,,,,,,,No,"No, but data access procedures are described (incl. ""available on request)",Not applicable,"Yes, in a public database with a detailed research outline, protocol or SAP",No,
6/30/2023 15:59:53,32476226,10.1002/pds.5028,Ethnic inequality in non-steroidal anti-inflammatory drug-associated harm in New Zealand: A national population-based cohort study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,New Zealand,Stata,"Academic, Third sector",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:02:13,28370857,10.1002/pds.4183,"Gastrointestinal toxicity among patients taking selective COX-2 inhibitors or conventional NSAIDs, alone or combined with proton pump inhibitors: a case–control study","Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Netherlands,SPSS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:04:09,32363681,10.1002/pds.5014,Risk of incident dementia following metformin initiation compared with noninitiation or delay of antidiabetic medication therapy,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,SAS,"Academic, Third sector, Government",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:04:44,28691404,10.1002/pds.4253,‘Delisting’ OxyContin® to reduce prescription opioid-related harms in Ontario (Canada)—gauging effects 5 years later,"Yes, because it's an analysis of real or simulated data",Commentaries,,,,,,,,,,No,,,,,,,,,,,,,,
6/30/2023 16:06:34,30136330,10.1002/pds.4638,Treatment with montelukast and antidepressive medication—a symmetry analysis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Denmark,Stata,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:07:04,33650133,10.1002/pds.5218,Considering the totality of evidence: Combining real-world data with clinical trial results to better inform decision-making,No,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2023 16:09:44,30379372,10.1002/pds.4668,Comparative effectiveness and safety of antiplatelet drugs in patients with diabetes mellitus and acute coronary syndrome,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,"SAS, A platform, specify in other, Aetion",Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:12:32,30022557,10.1002/pds.4588,Optimizing an algorithm for the identification and classification of pregnancy outcomes in German claims data,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,German,None/Not Specified,"Academic, Third sector",No,,,,,,,,,No,No,No,No,No,
6/30/2023 16:15:33,33099846,10.1002/pds.5162,What are the patients' and health care professionals' understanding and behaviors towards adverse drug reaction reporting and additional monitoring?,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,EU,Excel,"Academic, Regulatory",No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 16:17:26,29602246,10.1002/pds.4424,Effect of European Medicines Agency's regulatory measures on nimesulide utilization in Portugal,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Portugal,SPSS,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 16:21:05,35811396,10.1002/pds.5510,Indirect covariate balance and residual confounding: An applied comparison of propensity score matching and cardinality matching,"Yes, because it's an analysis of real or simulated data",Original Article,Methodological,No,No,Janssen,Yes,,US,R,Industry,Yes,Yes,Github,"Creation of analytical files (select study population and create variables), Statistical analysis","Yes, there is a README with instructions",No,Not applicable,No,,No,"No, but data access procedures are described (incl. ""available on request)",At least one,No,No,
6/30/2023 16:41:58,29405516,10.1002/pds.4373,Assessment of Risk Evaluation and Mitigation Strategies(REMS) for varenicline (Chantix): A multistage patient survey,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,"Optum, Pfizer",Yes,,US,None/Not Specified,Industry,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 16:46:14,29152808,10.1002/pds.4347,Observational safety study of specific outcomes after trivalent cell culture seasonal influenza vaccination (Optaflu®) among adults in THIN database of electronic UK primary healthcare records,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,IMS Health,Yes,,UK,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:48:54,30848013,10.1002/pds.4737,Clinical outcomes and risk factors of thromboprophylaxis with rivaroxaban versus aspirin in patients undergoing hip arthroplasty in low-incidence population: A nationwide study in Korea,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,Korea,SAS,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:51:56,33675245,10.1002/pds.5221,Validity of bariatric surgery codes in the UK Clinical Practice Research Datalink (CPRD) GOLD compared with Hospital Episodes Statistics,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,,No,,UK,SAS,Academic,Yes,No,Available on reasonable request,Not possible to assess ,No,Not applicable,Not applicable,Not possible to assess,,No,No,At least one,No,No,
6/30/2023 16:53:28,30246898,10.1002/pds.4657,Changes in renal function with long-term exposure to antiretroviral therapy in HIV-infected adults in Asia,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,"Cambodia, China, India, Indonesia, Japan, Malaysia, Philippines, Singapore, South Korea, Taiwan, Thailand, Vietnam",Stata,Academic,No,,,,,,,,,No,No,No,No,No,
6/30/2023 16:53:48,32954579,10.1002/pds.5134,Not all aspirin products have equivalent antiplatelet efficacy—Aspirin formulated with magnesium stearate is less effective in preventing ischemic stroke,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Taiwan,SAS,Academic,No,,,,,,,,,No,No,No,No,No,
6/30/2023 16:55:17,31507005,10.1002/pds.4893,Initiation of generic imatinib may improve medication adherence for patients with chronic myeloid leukemia,"Yes, because it's an analysis of real or simulated data",Brief Report,Clinical,No,No,,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:56:22,35790044,10.1002/pds.5492,Performance characteristics of code-based algorithms to identify urinary tract infections in large United States administrative claims databases,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,Janssen,Yes,,US,R,Industry,No,,,,,,,,,No,No,At least one,No,Yes,"TRIPOD, STARD"
6/30/2023 16:56:53,33098318,10.1002/pds.5159,Relation between anticholinergic burden and cognitive impairment: Results from the Monzino 80-plus population-based study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,Italy,JMP Pro 14,Academic,No,,,,,,,,,No,No,Not applicable,No,No,
6/30/2023 16:58:53,30701619,10.1002/pds.4723,Patterns of initial migraine treatment in Denmark: A population-based study,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,Yes,,Denmark,None/Not Specified,"Industry, Academic",No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 16:59:45,33783918,10.1002/pds.5237,Risk of antibiotic treatment failure in premenopausal women with uncomplicated urinary tract infection,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,NIH,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 17:03:12,34757665,10.1002/pds.5385,Nonsteroidal anti-inflammatory drugs associated acute kidney injury in hospitalized children: A systematic review and meta-analysis,"Yes, because it's an analysis of real or simulated data",Review Articles,Review (systematic with or without meta-analysis),No,No,Wu Jieping Medical Foundation,No,,NA,None/Not Specified,Academic,No,,,,,,,,,No,No,Not applicable,"Yes, in a public database with a detailed research outline, protocol or SAP",Yes,PRISMA
6/30/2023 17:03:15,29446185,10.1002/pds.4398,Chart validation of inpatient ICD-9-CM administrative diagnosis codes for acute myocardial infarction (AMI) among intravenous immune globulin (IGIV) users in the Sentinel Distributed Database,"Yes, because it's an analysis of real or simulated data",Original Article,Validation of codes/code algorithm,No,No,,No,,US,None/Not Specified,"Academic, Regulatory, Government",No,,,,,,,,,No,No,At least one,"Yes, the protocol or SAP was published",No,
6/30/2023 17:06:01,28317314,10.1002/pds.4198,Assessing disruptions in adherence to antidepressant treatments after breast cancer diagnosis,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,,No,,US,None/Not Specified,Academic,No,,,,,,,,,No,No,At least one,No,No,
6/30/2023 17:06:43,30209862,10.1002/pds.4651,Psychiatric adverse events in oseltamivir prophylaxis trials: Novel comparative analysis using data obtained from clinical study reports,"Yes, because it's an analysis of real or simulated data",Original Article,Clinical,No,No,None,No,,NA,None/Not Specified,Academic,No,,,,,,,,,No,Yes  - raw data,Not applicable,No,No,
